2018-11-19 16:33:37,673 - StartUp.py - 8 : --------------------开始--------------------
2018-11-19 16:33:46,215 - pipelines.py - 126 : open_sina7x24_spider
2018-11-19 16:34:20,629 - MongoDBStudy.py - 36 : 数据库已存在！
2018-11-19 16:34:20,632 - MongoDBStudy.py - 51 : 集合已存在！
2018-11-19 16:34:20,650 - MongoDBStudy.py - 88 : 数据总量：264
2018-11-19 16:34:20,658 - MongoDBStudy.py - 90 : {'date': '2018-11-14 15:13:51', 'info': '【江苏高投集团组建专项发展基金 聚焦解决上市公司流动性危机】从江苏国资委获悉，江苏高科技投资集团聚焦解决上市公司“流动性危机”，组建上市公司专项发展基金，通过增资参股上市公司、定增、私募可转债、可交换债等方式投资上市公司，以及通过大宗交易、协议转让等方式，为上市公司提供资金支持，降低大股东股权质押风险。'}
2018-11-19 16:34:20,658 - MongoDBStudy.py - 90 : {'date': '2018-11-14 15:17:26', 'info': '国债期货高开维持高位震荡，主力合约收盘全线大涨，10年期主力合约涨0.44%，5年期主力合约涨0.2%。'}
2018-11-19 16:34:20,658 - MongoDBStudy.py - 90 : {'date': '2018-11-14 15:19:51', 'info': '【重庆签约30个文旅项目投资近1700亿元】重庆市文化和旅游产业重点项目签约仪式13日举行，共签约30个文旅项目，签约总金额达1699亿元。此次集中签约的项目包括特色旅游小镇、文化演艺、旅游目的地开发、文化旅游装备制造产业园区等多个类别。其中，签约金额最高的项目是中青旅产投（上海）投资管理有限公司与南岸区政府签约的大南山保护性文旅利用项目，项目签约金额520亿元，将打造集会展、商业、餐饮、住宿、娱乐服务于一体的现代服务业都市休闲旅游目的地。（新华社）'}
2018-11-19 16:34:20,659 - MongoDBStudy.py - 90 : {'date': '2018-11-14 15:22:26', 'info': '【统计局：投资补短板成效初显 基础设施投资增速触底回升】国家统计局投资司高级统计师王宝滨解读2018年1-10月份投资数据称，1-10月份，全国完成固定资产投资（不含农户）547567亿元，同比增长5.7%，增速比前三季度提高0.3个百分点，继9月份增速企稳后继续回升，其中，基础设施投资增速触底回升，民间投资增速进一步加快，制造业投资增速持续回升。下半年国家出台多项促进基础设施投资稳定发展的政策措施，着力聚焦补短板，重点投向脱贫攻坚、铁路、公路及水运、机场、水利、能源、农业农村、生态环保和社会民生等九大领域。1-10月份，基础设施投资同比增长3.7%，增速比前三季度提高0.4个百分点，实现了今年以来的首次回升。'}
2018-11-19 16:34:20,659 - MongoDBStudy.py - 90 : {'date': '2018-11-14 15:22:44', 'info': '【统计局：10月份工业生产稳中略升】国家统计局工业司高级统计师江源解读2018年10月份工业生产数据称，10月份，工业生产总体平稳，略有回升。高技术产业和战略性新兴产业增速继续快速增长，且增速进一步加快，工业品出口明显回升。10月份多数行业增速加快。41个大类行业中，25个行业增速较9月份加快，占61%。其中，电子、钢铁、燃气供应等行业保持两位数以上增速。'}
2018-11-19 16:34:20,659 - MongoDBStudy.py - 90 : {'date': '2018-11-14 16:29:19', 'info': '【河北启动为期15天大气环境执法专项行动】河北生态环境厅13日发布《河北省2018年-2019年秋冬季节第二轮大气环境执法专项行动方案》，决定11月16日至11月30日，在全省范围内组织开展为为期15天大气环境执法专项行动。检查内容涉及扬尘污染防治、第一轮大气环境执法专项行动发现问题整改落实情况、涉气企业错峰生产落实情况、涉气企业应急减排措施落实情况、污染防治设施运行、达标情况、涉气工业企业持证排污情况等。'}
2018-11-19 16:34:20,659 - MongoDBStudy.py - 90 : {'date': '2018-11-14 16:30:48', 'info': '中国人寿公告，前10月保费收入约4920亿元。'}
2018-11-19 16:34:20,659 - MongoDBStudy.py - 90 : {'date': '2018-11-14 16:31:22', 'info': '【正邦科技：下属分子公司猪场发生火灾事故】正邦科技公告称，11月2日，公司下属子公司肇东正邦养殖有限公司红光分公司位于黑龙江省肇东市尚家镇红光村的福水猪场发生火灾事故，烧毁分娩舍1栋（其他猪舍未发生火灾），烧死母猪474头及仔猪1800头，导致4名员工身故。经初步测算，本次事故的经济损失净额约400万元左右，占公司2017年度营业收入的0.02%，占2017年度归属于上市公司股东的净利润的0.76%，占2017年底净资产的0.06%。'}
2018-11-19 16:34:20,659 - MongoDBStudy.py - 90 : {'date': '2018-11-14 16:31:34', 'info': '在岸人民币兑美元官方收盘报6.9509，较上一交易日官方收盘价涨22点，较上日夜盘收盘涨61点。'}
2018-11-19 16:34:20,659 - MongoDBStudy.py - 90 : {'date': '2018-11-14 16:32:32', 'info': '俄罗斯能源部长：截至11月14日，俄罗斯11月石油产量环比约减少2万桶/日。不需要对一次性的市场波动作出剧烈反应。'}
2018-11-19 16:34:20,660 - MongoDBStudy.py - 90 : {'date': '2018-11-14 16:35:15', 'info': '【以岭药业：孙公司制剂产品获美国FDA批准文号】以岭药业11月14日晚间公告，公司收到美国FDA通知，公司旗下以岭万洲国际制药的全资子公司北京以岭生物工程技术有限公司，向美国FDA申报的“阿那曲唑片”新药简略申请已获得批准。阿那曲唑片适用于绝经后妇女晚期乳腺癌的治疗以及绝经后妇女激素受体阳性的早期乳腺癌辅助治疗。'}
2018-11-19 16:34:20,660 - MongoDBStudy.py - 90 : {'date': '2018-11-14 16:35:27', 'info': '【人民银行天津分行：货币政策工具定向投放支持民营小微企业】从中国人民银行天津分行了解到，截至11月9日，天津市支小再贷款余额31855万元，较上月增加30760万元，人民银行天津分行为天津市相关商业银行发放再贴现余额19.59亿元。（新华社）'}
2018-11-19 16:34:20,660 - MongoDBStudy.py - 90 : {'date': '2018-11-14 16:36:43', 'info': '【中国平安：前10月保费收入6100亿元】中国平安11月14日晚间公告，2018年1-10月，控股子公司平安财险、平安人寿、平安养老及平安健康原保险合同保费收入合计6100.22亿元，其中寿险业务原保险合同保费收入4089.62亿元。'}
2018-11-19 16:34:20,660 - MongoDBStudy.py - 90 : {'date': '2018-11-14 16:36:51', 'info': '新潮传媒融资共21亿元人民币，百度领投。'}
2018-11-19 16:34:20,660 - MongoDBStudy.py - 90 : {'date': '2018-11-14 16:37:29', 'info': '【麦迪科技股东义浩涌兴和鼎知资产拟合计减持不超12.18%股份】麦迪科技公告，合计持股12.1783%的公司股东义浩涌兴和鼎知资产为一致行动人，在未来6个月内，其拟以协议转让、大宗交易、集中竞价交易择机减持公司股份共计不超过9,820,000股，占公司总股本的12.1783%。'}
2018-11-19 16:34:20,660 - MongoDBStudy.py - 90 : {'date': '2018-11-14 16:37:56', 'info': '【东莞市：未来3年为全市企业提供金融支持超400亿元】11月14日上午，东莞市在市会议大厦举行《进一步扶持非公有制经济高质量发展的若干政策》新闻发布会。据悉，《若干政策》将促进企业加快转型类政策，全面提高企业的增值能力。经初步测算，2018—2020年3年间预计将为东莞市非公企业提供增值服务约500亿元。《若干政策》围绕企业反映强烈的市场订单减少、资金周转紧张、创新能力不足、人才支撑不足、企业传承不畅、涉企服务不力、营商环境不优等痛点、难点问题，强化问题导向，确保精准施策。比如，未来3年财政资金投入将超过100亿元扶持企业增强市场扩张能力、品牌拓展能力、人才集聚能力和科技创新能力，帮助企业加快成长转型。比如“2个100亿+3个50亿”的金融支持政策，未来3年将为全市企业带来超过400亿元的金融支持。（东莞日报）'}
2018-11-19 16:34:20,660 - MongoDBStudy.py - 90 : {'date': '2018-11-14 16:42:04', 'info': '【国资委：商业一类中央企业的混改比例已超过70%】国资委召开通气会表示，目前大多数国有企业已在资本层面实现混合，且充分竞争领域国有企业混合程度更高。在充分竞争领域，国有企业混合程度更高。国资委称，目前，商业一类中央企业的混改比例已超过70%，其中建筑、房地产、制造、通信、批发零售等5个行业混改户数占比分别达到了87%、80%、75%、74%和72%，中央企业四级及以下子企业超过85%实现了混改。开展混改的省属国有企业中，商业一类企业占比达到88%，二至四级企业占比超过90%。（一财）'}
2018-11-19 16:34:20,660 - MongoDBStudy.py - 90 : {'date': '2018-11-14 16:46:16', 'info': '中钢国际：子公司中钢设备拟以现金方式收购中钢安环院100%股权，中钢设备将成为其控股股东。'}
2018-11-19 16:34:20,661 - MongoDBStudy.py - 90 : {'date': '2018-11-14 16:47:06', 'info': '【莱克电气拟2000万美元投建越南建设生产基地】莱克电气公告，公司的全资子公司莱克电气绿能科技（苏州）有限公司计划以自有资金投资2000万美元在越南建设生产基地，本次在越南投资建设先进的环境清洁电器生产线，有利于扩大公司海外生产能力，充分开拓国际市场。'}
2018-11-19 16:34:20,661 - MongoDBStudy.py - 90 : {'date': '2018-11-14 16:47:12', 'info': '【康得新：拟5亿至15亿元回购股份】康得新11月14日晚间公告，公司拟回购股份，回购总金额不低于5亿元、不超过15亿元，回购价格不超过20元/股。回购的股份将作为公司用于转换上市公司后期实施股权激励计划或员工持股计划的股票来源。'}
2018-11-19 16:34:20,661 - MongoDBStudy.py - 90 : {'date': '2018-11-14 16:53:23', 'info': '【海源复材：控股股东质押的股份暂不存在平仓风险】海源复材11月14日晚间回复深交所称，经向控股股东海诚投资了解确认，海诚投资质押融资的主要用途为其自身资金需求。根据融资质押信息，质押的股份暂不存在平仓风险。如若后续出现公司股票持续下跌，海诚投资将通过补充质押、补充现金等措施防范触发平仓风险，以保证公司股权的稳定。'}
2018-11-19 16:34:20,661 - MongoDBStudy.py - 90 : {'date': '2018-11-14 16:54:53', 'info': '【成品油价或迎年内最大降幅 私家车加满一箱油将少花17元左右】我国将在11月16日24时迎来年内第22轮成品油调价时间窗口。由于近期国际油价持续低迷，我国成品油价格或迎来“二连跌”，每吨下调幅度预计在440元左右。若按家用汽车加满一箱油50升计算，车主可能将少花17元左右。业内预计，本轮下调幅度或超上一轮成为国内成品油价年内最大降幅。（新华社）'}
2018-11-19 16:34:20,661 - MongoDBStudy.py - 90 : {'date': '2018-11-14 16:59:37', 'info': '【中国铁建：中标53亿元工程项目】中国铁建11月14日晚间公告，公司下属中国铁建大桥工程局集团有限公司中标三洋铁路三禹段（洛宁-伊川与汝阳交界）建设项目施工总承包，工程总投资估算约53亿元，约占公司2017年营业收入的0.78%。'}
2018-11-19 16:34:20,661 - MongoDBStudy.py - 90 : {'date': '2018-11-14 17:00:53', 'info': '【科达股份：副总经理拟减持不超510万股】科达股份11月14日晚间公告，持股0.88%的公司副总经理李科计划15个交易日后的6个月内，减持不超过510.58万股，不超过公司总股本比例0.39%。'}
2018-11-19 16:34:20,661 - MongoDBStudy.py - 90 : {'date': '2018-11-14 17:01:28', 'info': 'IEA月报：维持2018年和2019年全球石油需求增长预估不变，分别为130万桶/日和140万桶/日；将2019年对OPEC原油需求预估调降30万桶/日至3130万桶/日，比当前产量低170万桶/日。将2018年和2019年非OPEC石油产量增长预估分别上调至240万桶/日和190万桶/日，之前预估为220万和180万桶。基于非OPEC产出和全球石油需求，预计2019年上半年全球隐含石油库存增加200万桶/日。预期美国今年石油供给增长210万桶/日，明年将增长130万桶/日。'}
2018-11-19 16:34:20,661 - MongoDBStudy.py - 90 : {'date': '2018-11-14 17:03:25', 'info': 'IEA月报：欢迎油市恢复过剩，这是保障而非威胁， 油价走低将抵消经济走软。'}
2018-11-19 16:34:20,661 - MongoDBStudy.py - 90 : {'date': '2018-11-14 17:04:24', 'info': '海泰发展（5天4板）再度提示风险：目前，公司主营业务收入和利润来源为贸易和房产租售，没有与创投相关的收入来源，也没有科技产业投资项目。'}
2018-11-19 16:34:20,662 - MongoDBStudy.py - 90 : {'date': '2018-11-14 17:04:57', 'info': '【安达维尔：监事会主席拟减持不超0.86%股权】安达维尔11月14日晚间公告，公司监事会主席刘浩东计划十五个交易日后的六个月内，减持不超过公司总股本0.86%的股权。截至目前，刘浩东持有公司3.45%股权。'}
2018-11-19 16:34:20,662 - MongoDBStudy.py - 90 : {'date': '2018-11-14 17:07:47', 'info': 'IEA月报：OPEC 10月份石油产量环比增加20万桶/日至3299万桶/日，同比增加24万桶/日。伊朗10月份石油装船量为180万桶/日，较5月份减少90万桶/日，仍不清楚出口量将下滑多少。'}
